Nationality,Department,Program,Applications 2019,Offers 2019,Entrances 2019,Applications 2020,Offers 2020,Entrances 2020,Applications 2021,Offers 2021,Entrances 2021,Applications 2022,Offers 2022,Entrances 2022,Applications 2023,Offers 2023,Entrances 2023
Afghan,Management  ,PG Taught,2.5,2.5,0,2.5,0,0,5,2.5,0,5,2.5,2.5,2.5,0,0
Afghan,Mathematics  ,UG Degree,2.5,0,0,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0
Afghan,Mathematics  ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5
Afghan,Media and C.. ,PG Taught,2.5,2.5,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0
Afghan,Methodology ,PG Taught,2.5,0,0,2.5,0,0,0,0,0,0,0,0,2.5,2.5,0
Afghan,"Philosophy,  Logic and S.. ",UG Degree,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0
Afghan,"Philosophy,  Logic and S.. ",PG Taught,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0
Afghan,Psychologic.. ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Afghan,School of Pu.. ,PG Taught,5,2.5,0,2.5,2.5,0,2.5,2.5,0,5,2.5,0,2.5,2.5,0
Afghan,Social Policy  ,UG Degree,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Afghan,Social Policy  ,PG Taught,2.5,0,0,2.5,2.5,0,0,0,0,2.5,0,0,2.5,2.5,0
Afghan,Sociology ,PG Taught,0,0,0,2.5,2.5,2.5,0,0,0,6,2.5,2.5,2.5,0,0
Afghan,Statistics  ,UG Degree,0,0,0,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Afghan,Statistics  ,PG Taught,2.5,0,0,0,0,0,0,0,0,2.5,0,0,2.5,2.5,0
Albanian,Accounting  ,UG Degree,7,0,0,2.5,0,0,6,2.5,0,8,2.5,0,2.5,0,0
Albanian,Accounting  ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,2.5,2.5,2.5,2.5,2.5,2.5
Albanian,Anthropology  ,UG Degree,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0
Albanian,Anthropology  ,PG Taught,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0
Albanian,Economic  History ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,0,0,0,2.5,0,0
Albanian,Economic  History ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,2.5,0,2.5,2.5,0
Albanian,Economics  ,UG Degree,5,0,0,6,2.5,2.5,2.5,2.5,2.5,2.5,0,0,2.5,0,0
Albanian,Economics  ,PG Taught,2.5,2.5,0,2.5,0,0,2.5,0,0,2.5,2.5,0,2.5,2.5,0
Albanian,European In.. ,PG Taught,2.5,0,0,5,2.5,2.5,0,0,0,2.5,0,0,2.5,2.5,0
Albanian,Finance  ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,2.5,2.5,0,2.5,0,0
Albanian,Finance  ,PG Taught,5,2.5,2.5,6,0,0,8,0,0,6,2.5,0,0,0,0
Albanian,Geography  and Environ.. ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Albanian,Geography  and Environ.. ,PG Taught,2.5,0,0,0,0,0,2.5,2.5,0,2.5,2.5,0,0,0,0
Albanian,Government  ,UG Degree,2.5,2.5,0,2.5,2.5,2.5,2.5,0,0,2.5,0,0,2.5,2.5,0
Albanian,Government  ,PG Taught,2.5,0,0,2.5,0,0,2.5,0,0,2.5,2.5,0,2.5,0,0
Albanian,International.. ,PG Taught,2.5,2.5,2.5,2.5,0,0,2.5,2.5,0,2.5,2.5,2.5,2.5,2.5,2.5
Albanian,International  Relations ,UG Degree,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0
Albanian,International  Relations ,PG Taught,2.5,0,0,0,0,0,2.5,2.5,0,2.5,2.5,2.5,2.5,0,0
Albanian,Law School  ,UG Degree,2.5,0,0,2.5,0,0,8,0,0,2.5,0,0,2.5,0,0
Albanian,Law School  ,PG Taught,2.5,2.5,0,2.5,0,0,2.5,2.5,0,2.5,0,0,2.5,2.5,0
Albanian,Management  ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,2.5,0
Albanian,Management  ,PG Taught,6,0,0,2.5,0,0,2.5,0,0,2.5,2.5,2.5,2.5,2.5,2.5
Albanian,Mathematics  ,UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0,0,0,0
Albanian,Mathematics  ,PG Taught,0,0,0,0,0,0,2.5,2.5,0,2.5,2.5,0,2.5,2.5,0
Albanian,Media and C.. ,PG Taught,0,0,0,0,0,0,2.5,0,0,2.5,2.5,0,2.5,0,0
Albanian,Methodology ,PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,2.5,0
Albanian,"Philosophy,  Logic and S.. ",UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,2.5,2.5,0,0,0,0
Albanian,"Philosophy,  Logic and S.. ",PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Albanian,Psychologic.. ,PG Taught,0,0,0,2.5,2.5,0,0,0,0,2.5,0,0,2.5,0,0
Albanian,School of Pu.. ,PG Taught,2.5,0,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5
Albanian,Social Policy  ,UG Degree,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0
Albanian,Social Policy  ,PG Taught,2.5,0,0,2.5,2.5,2.5,2.5,0,0,2.5,0,0,2.5,0,0
Albanian,Sociology  ,UG Degree,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0
Albanian,Sociology  ,PG Taught,2.5,0,0,2.5,2.5,2.5,2.5,2.5,0,2.5,2.5,2.5,0,0,0
Albanian,Statistics  ,UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Albanian,Statistics  ,PG Taught,0,0,0,2.5,2.5,2.5,2.5,0,0,2.5,0,0,0,0,0
Algerian,Accounting  ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Algerian,Accounting  ,PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Algerian,Economic  History ,UG Degree,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Algerian,Economic  History ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Algerian,Economics  ,UG Degree,2.5,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0
Algerian,Economics  ,PG Taught,0,0,0,2.5,2.5,0,2.5,0,0,0,0,0,2.5,0,0
Algerian,European In.. ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0
Algerian,Finance  ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0
Algerian,Finance  ,PG Taught,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Algerian,Gender Stud.. ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0
Algerian,Geography  and Environ.. ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5
Algerian,Geography  and Environ.. ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5
Algerian,Government  ,UG Degree,2.5,2.5,0,2.5,0,0,2.5,0,0,2.5,0,0,0,0,0
Algerian,Government  ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,2.5,2.5,2.5
Algerian,Health Policy ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algerian,International.. ,PG Taught,0,0,0,2.5,2.5,0,2.5,2.5,2.5,0,0,0,0,0,0
Algerian,International.. ,UG Degree,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0
Algerian,International  Relations ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algerian,International  Relations ,PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0
Algerian,Law School ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,2.5,2.5
Algerian,Management  ,UG Degree,2.5,0,0,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Algerian,Management  ,PG Taught,0,0,0,2.5,0,0,2.5,0,0,0,0,0,2.5,2.5,0
Algerian,Mathematics  ,UG Degree,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Algerian,Mathematics  ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Algerian,Media and C.. ,PG Taught,0,0,0,2.5,2.5,0,2.5,2.5,0,0,0,0,0,0,0
Algerian,"Philosophy, ..  Sociology ",UG Degree,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Algerian,"Philosophy, ..  Sociology ",PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0
Algerian,Statistics ,UG Degree,2.5,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0
American,Accounting  ,UG Degree,19,0,0,21,2.5,0,24,2.5,2.5,25,2.5,0,23,2.5,0
American,Accounting  ,PG Taught,25,13,5,14,10,2.5,9,2.5,2.5,8,5,2.5,14,6,2.5
American,Anthropology  ,UG Degree,15,2.5,0,16,7,2.5,15,2.5,2.5,21,6,0,12,2.5,0
American,Anthropology  ,PG Taught,38,21,8,48,27,8,54,39,12,47,29,10,29,19,11
American,Economic  History ,UG Degree,26,2.5,2.5,17,2.5,2.5,28,2.5,2.5,22,2.5,2.5,24,5,2.5
American,Economic  History ,PG Taught,32,18,6,41,18,10,41,21,12,32,17,10,31,15,10
American,Economics  ,UG Degree,73,2.5,0,104,2.5,2.5,117,2.5,2.5,101,2.5,0,102,2.5,0
American,Economics  ,PG Taught,139,29,11,112,32,12,127,32,11,93,28,9,88,29,9
American,European In.. ,PG Taught,91,48,22,83,60,36,111,57,24,63,36,14,79,51,30
American,Finance  ,UG Degree,17,6,2.5,25,7,2.5,35,2.5,2.5,38,8,2.5,50,6,2.5
American,Finance  ,PG Taught,86,10,8,70,9,2.5,59,10,2.5,52,9,2.5,68,5,2.5
American,Gender Stud.. ,PG Taught,103,49,20,95,49,20,100,49,24,68,34,20,72,45,24
American,Geography  and Environ.. ,UG Degree,16,0,0,23,2.5,2.5,42,2.5,0,36,2.5,0,32,2.5,2.5
American,Geography  and Environ.. ,PG Taught,185,65,28,184,80,29,253,94,34,174,76,39,230,100,42
American,Government  ,UG Degree,131,2.5,2.5,116,9,2.5,170,2.5,2.5,123,10,2.5,118,12,5
American,Government  ,PG Taught,234,74,41,223,79,32,280,88,46,200,71,33,148,62,34
American,Health Policy ,PG Taught,60,37,15,77,56,25,97,63,40,79,48,25,73,41,24
American,International.. ,PG Taught,218,82,44,240,112,61,227,106,60,202,100,59,213,100,56
American,International  History ,UG Degree,34,2.5,2.5,55,9,2.5,46,2.5,2.5,66,12,2.5,56,8,5
American,International  History ,PG Taught,89,60,39,68,45,41,119,63,37,85,55,41,79,44,42
American,International  Relations ,UG Degree,49,7,2.5,62,13,2.5,69,2.5,0,50,7,2.5,49,10,2.5
American,International  Relations ,PG Taught,293,72,35,226,85,32,266,64,32,218,67,36,224,92,44
American,Language C.. ,UG Degree,18,0,0,19,5,2.5,28,9,2.5,12,5,0,21,2.5,2.5
American,Law School  ,UG Degree,59,7,2.5,53,9,2.5,68,7,2.5,64,2.5,0,73,7,2.5
American,Law School  ,PG Taught,29,12,2.5,30,9,2.5,39,9,2.5,29,13,6,23,9,2.5
American,Management  ,UG Degree,28,2.5,2.5,41,2.5,0,35,2.5,0,58,2.5,0,39,2.5,0
American,Management  ,PG Taught,195,64,33,172,62,30,156,60,28,100,43,22,121,40,21
American,Mathematics  ,UG Degree,27,2.5,2.5,28,2.5,2.5,42,2.5,2.5,36,0,0,54,2.5,0
American,Mathematics  ,PG Taught,36,12,2.5,28,8,2.5,23,6,0,28,6,2.5,26,7,2.5
American,Media and C.. ,PG Taught,175,82,44,181,83,44,213,97,47,145,72,40,134,67,34
American,Methodology ,PG Taught,50,13,7,66,23,2.5,52,23,15,48,17,6,51,16,9
American,"Philosophy,  Logic and S.. ",UG Degree,85,9,2.5,92,7,2.5,107,0,0,93,7,2.5,112,7,2.5
American,"Philosophy,  Logic and S.. ",PG Taught,34,11,2.5,51,18,9,56,22,14,45,24,11,36,21,12
American,Psychological  and Behavio.. ,UG Degree,10,2.5,0,23,6,0,22,2.5,0,20,0,0,20,2.5,2.5
American,Psychological  and Behavio.. ,PG Taught,125,41,23,125,38,22,148,51,22,90,38,28,120,51,32
American,School of Pu.. ,PG Taught,130,60,23,99,38,9,130,55,21,100,47,15,133,56,16
American,Social Policy  ,UG Degree,53,2.5,2.5,46,5,0,83,2.5,2.5,60,2.5,0,58,2.5,2.5
American,Social Policy  ,PG Taught,144,52,35,97,48,21,121,60,26,103,54,28,88,40,21
American,Sociology  ,UG Degree,6,0,0,9,0,0,11,2.5,0,8,0,0,10,2.5,2.5
American,Sociology  ,PG Taught,182,77,39,181,100,40,239,86,42,156,62,28,142,68,35
American,Statistics  ,UG Degree,11,2.5,0,20,2.5,0,26,2.5,0,28,2.5,0,33,2.5,2.5
American,Statistics  ,PG Taught,93,11,2.5,55,8,2.5,68,6,2.5,47,10,2.5,50,8,5
Andorran,Gender Stud.. ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0
Andorran,Government ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorran,International.. ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0
Andorran,Law School  Management ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Andorran,Law School  Management ,PG Taught,0,0,0,0,0,0,2.5,0,0,2.5,2.5,0,0,0,0
Andorran,Sociology ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0
Angolan,Anthropology ,PG Taught,0,0,0,0,0,0,2.5,2.5,0,0,0,0,2.5,2.5,0
Angolan,Economic Hi..  Economics ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Angolan,Economic Hi..  Economics ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Angolan,Finance ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Angolan,Geography  and Environ.. ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Angolan,Geography  and Environ.. ,PG Taught,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0
Angolan,Government  ,UG Degree,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Angolan,Government  ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Angolan,Health Policy ,PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Angolan,International.. ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Angolan,International.. ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Angolan,Language C.. ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angolan,Law School  Management ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angolan,Mathematics ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Angolan,"Philosophy, ..  School of Pu.. ",UG Degree,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Angolan,"Philosophy, ..  School of Pu.. ",PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Angolan,Social Policy  Sociology ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angolan,Social Policy  Sociology ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Angolan,Statistics ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,2.5,0,0
Anguilla,Accounting ,PG Taught,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0
Anguilla,Law School  Gender Stud.. ,UG Degree,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Antiguan,Law School  Gender Stud.. ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0
Antiguan,Geography .. ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Antiguan,Government  International.. ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0
Antiguan,Government  International.. ,PG Taught,0,0,0,0,0,0,2.5,2.5,2.5,2.5,0,0,2.5,0,0
Antiguan,International.. ,UG Degree,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Antiguan,Law School ,UG Degree,2.5,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0
Antiguan,Management  ,UG Degree,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Antiguan,Management  ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Antiguan,Psychologic.. ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0
Antiguan,Sociology ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Argentinian,Accounting ,UG Degree,2.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0
Argentinian,Anthropology  ,UG Degree,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0
Argentinian,Anthropology  ,PG Taught,2.5,2.5,0,0,0,0,0,0,0,2.5,2.5,0,2.5,2.5,0
Argentinian,Economic Hi.. ,PG Taught,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0
Argentinian,Economics  ,UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Argentinian,Economics  ,PG Taught,2.5,0,0,2.5,2.5,0,0,0,0,2.5,2.5,0,2.5,2.5,0
Argentinian,European In.. ,PG Taught,0,0,0,2.5,0,0,2.5,2.5,0,2.5,2.5,0,0,0,0
Argentinian,Finance  ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0,0,0,0
Argentinian,Finance  ,PG Taught,2.5,0,0,5,2.5,2.5,2.5,2.5,0,2.5,0,0,2.5,2.5,0
Argentinian,Gender Stud.. ,PG Taught,0,0,0,2.5,2.5,2.5,2.5,2.5,0,2.5,2.5,2.5,9,5,0
Argentinian,Geography .. ,PG Taught,6,2.5,0,12,5,2.5,2.5,2.5,0,7,2.5,0,6,2.5,2.5
Argentinian,Government  ,UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Argentinian,Government  ,PG Taught,14,5,2.5,7,2.5,0,2.5,2.5,0,2.5,0,0,2.5,2.5,0
Argentinian,Health Policy ,PG Taught,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0
Argentinian,International.. ,PG Taught,2.5,2.5,2.5,6,2.5,0,6,2.5,0,6,2.5,0,12,6,2.5
Argentinian,International  History ,UG Degree,2.5,2.5,0,0,0,0,0,0,0,2.5,0,0,2.5,2.5,0
Argentinian,International  History ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Argentinian,International  Relations ,UG Degree,2.5,0,0,2.5,0,0,2.5,2.5,2.5,2.5,0,0,0,0,0
Argentinian,International  Relations ,PG Taught,2.5,2.5,2.5,2.5,2.5,0,5,2.5,2.5,2.5,0,0,2.5,2.5,0
Argentinian,Language C.. ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0
Argentinian,Law School  ,UG Degree,2.5,2.5,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Argentinian,Law School  ,PG Taught,17,7,2.5,18,7,2.5,15,10,2.5,15,9,2.5,13,10,2.5
Argentinian,Management  ,UG Degree,2.5,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0
Argentinian,Management  ,PG Taught,8,2.5,2.5,8,2.5,2.5,13,8,2.5,9,7,2.5,2.5,2.5,2.5
Argentinian,Mathematics ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Argentinian,Media and C.. ,PG Taught,7,2.5,2.5,7,2.5,2.5,9,2.5,2.5,2.5,2.5,0,2.5,0,0
Argentinian,Methodology ,PG Taught,7,2.5,2.5,7,2.5,0,2.5,2.5,0,2.5,2.5,2.5,2.5,2.5,0
Argentinian,"Philosophy,  Logic and S.. ",UG Degree,2.5,0,0,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Argentinian,"Philosophy,  Logic and S.. ",PG Taught,2.5,0,0,2.5,0,0,2.5,0,0,2.5,2.5,0,0,0,0
Argentinian,Psychologic.. ,PG Taught,5,2.5,2.5,9,2.5,0,2.5,0,0,2.5,0,0,5,0,0
Argentinian,School of Pu.. ,PG Taught,11,6,2.5,14,9,2.5,5,2.5,2.5,2.5,2.5,0,7,5,2.5
Argentinian,Social Policy  ,UG Degree,2.5,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0
Argentinian,Social Policy  ,PG Taught,8,2.5,2.5,6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,2.5,2.5,0
Argentinian,Sociology  ,UG Degree,2.5,2.5,2.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0
Argentinian,Sociology  ,PG Taught,6,2.5,0,6,2.5,2.5,2.5,2.5,2.5,7,2.5,2.5,2.5,2.5,0
Argentinian,Statistics ,PG Taught,2.5,0,0,2.5,2.5,2.5,2.5,0,0,2.5,2.5,0,0,0,0
Armenian,Accounting  ,UG Degree,2.5,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0
Armenian,Accounting  ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenian,Anthropology  ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Armenian,Anthropology  ,PG Taught,2.5,2.5,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0
Armenian,Economics  ,UG Degree,2.5,2.5,0,2.5,0,0,2.5,0,0,10,2.5,2.5,2.5,0,0
Armenian,Economics  ,PG Taught,2.5,2.5,2.5,5,2.5,0,0,0,0,0,0,0,0,0,0
Armenian,European In.. ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenian,Finance  ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0
Armenian,Finance  ,PG Taught,2.5,2.5,0,5,2.5,0,2.5,0,0,0,0,0,2.5,0,0
Armenian,Gender Stud.. ,PG Taught,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0,2.5,2.5,0
Armenian,Geography .. ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenian,Government  ,UG Degree,2.5,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0
Armenian,Government  ,PG Taught,6,2.5,2.5,2.5,0,0,2.5,0,0,2.5,2.5,0,2.5,2.5,2.5
Armenian,Health Policy ,PG Taught,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0
Armenian,International.. ,PG Taught,7,2.5,2.5,2.5,2.5,0,7,5,2.5,2.5,2.5,2.5,2.5,2.5,0
Armenian,International.. ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Armenian,International.. ,PG Taught,6,2.5,2.5,2.5,2.5,0,0,0,0,2.5,0,0,0,0,0
Armenian,Law School  ,UG Degree,2.5,2.5,0,2.5,0,0,0,0,0,2.5,2.5,0,2.5,0,0
Armenian,Law School  ,PG Taught,0,0,0,2.5,2.5,0,2.5,2.5,0,2.5,2.5,0,0,0,0
Armenian,Management  ,UG Degree,2.5,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Armenian,Management  ,PG Taught,2.5,2.5,2.5,5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5,0,0
Armenian,Mathematics  ,UG Degree,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0
Armenian,Mathematics  ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenian,Media and C.. ,PG Taught,2.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,2.5,2.5,0
Armenian,Methodology ,PG Taught,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Armenian,"Philosophy,  Logic and S.. ",UG Degree,2.5,2.5,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0
Armenian,"Philosophy,  Logic and S.. ",PG Taught,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0
Armenian,Psychologic.. ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0
Armenian,School of Pu.. ,PG Taught,5,2.5,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0
Armenian,Social Policy  ,UG Degree,2.5,0,0,2.5,0,0,0,0,0,2.5,2.5,0,0,0,0
Armenian,Social Policy  ,PG Taught,2.5,2.5,0,0,0,0,0,0,0,2.5,2.5,0,2.5,2.5,2.5
