Country,Nationality,GDP,Population,GDP per Capita,Department,Program,Applications 2019,Offers 2019,Entrances 2019,Applications 2020,Offers 2020,Entrances 2020,Applications 2021,Offers 2021,Entrances 2021,Applications 2022,Offers 2022,Entrances 2022,Applications 2023,Offers 2023,Entrances 2023,Acceptance Rate 2019,Entrance Rate 2019,Acceptance Rate 2020,Entrance Rate 2020,Acceptance Rate 2021,Entrance Rate 2021,Acceptance Rate 2022,Entrance Rate 2022,Acceptance Rate 2023,Entrance Rate 2023
Austria,Austrian,471400000000,8939617,52732,Gender Stud.. ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,,,1.0,1.0,0.0,,0.0,,1.0,1.0
Austria,Austrian,471400000000,8939617,52732,Geography  and Environ.. ,UG Degree,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,0.0
Austria,Austrian,471400000000,8939617,52732,Geography  and Environ.. ,PG Taught,13.0,2.5,2.5,7.0,2.5,2.5,8.0,2.5,2.5,28.0,6.0,2.5,20.0,7.0,5.0,0.19230769230769232,1.0,0.35714285714285715,1.0,0.3125,1.0,0.21428571428571427,0.4166666666666667,0.35,0.7142857142857143
Austria,Austrian,471400000000,8939617,52732,Government  ,UG Degree,12.0,2.5,0.0,10.0,2.5,2.5,7.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.20833333333333334,0.0,0.25,1.0,0.0,,0.0,,0.0,
Austria,Austrian,471400000000,8939617,52732,Government  ,PG Taught,10.0,2.5,0.0,10.0,2.5,2.5,8.0,2.5,2.5,5.0,2.5,2.5,13.0,9.0,2.5,0.25,0.0,0.25,1.0,0.3125,1.0,0.5,1.0,0.6923076923076923,0.2777777777777778
Austria,Austrian,471400000000,8939617,52732,Health Policy ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,,
Austria,Austrian,471400000000,8939617,52732,International.. ,PG Taught,9.0,2.5,2.5,6.0,2.5,2.5,11.0,5.0,2.5,12.0,8.0,5.0,9.0,2.5,2.5,0.2777777777777778,1.0,0.4166666666666667,1.0,0.45454545454545453,0.5,0.6666666666666666,0.625,0.2777777777777778,1.0
Austria,Austrian,471400000000,8939617,52732,International  History ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,,,,,,,1.0,0.0,1.0,0.0
Austria,Austrian,471400000000,8939617,52732,International  History ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,
Austria,Austrian,471400000000,8939617,52732,International  Relations ,UG Degree,10.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
Austria,Austrian,471400000000,8939617,52732,International  Relations ,PG Taught,20.0,9.0,8.0,9.0,2.5,2.5,9.0,2.5,2.5,2.5,2.5,0.0,9.0,5.0,0.0,0.45,0.8888888888888888,0.2777777777777778,1.0,0.2777777777777778,1.0,1.0,0.0,0.5555555555555556,0.0
Austria,Austrian,471400000000,8939617,52732,Language C.. ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,,,0.0,,,,,,1.0,0.0
Austria,Austrian,471400000000,8939617,52732,Law School  ,UG Degree,8.0,0.0,0.0,9.0,2.5,2.5,6.0,0.0,0.0,8.0,0.0,0.0,2.5,0.0,0.0,0.0,,0.2777777777777778,1.0,0.0,,0.0,,0.0,
Austria,Austrian,471400000000,8939617,52732,Law School  ,PG Taught,16.0,9.0,7.0,13.0,6.0,2.5,12.0,6.0,2.5,13.0,2.5,2.5,10.0,6.0,2.5,0.5625,0.7777777777777778,0.46153846153846156,0.4166666666666667,0.5,0.4166666666666667,0.19230769230769232,1.0,0.6,0.4166666666666667
Austria,Austrian,471400000000,8939617,52732,Management  ,UG Degree,16.0,2.5,2.5,11.0,2.5,2.5,14.0,2.5,0.0,8.0,2.5,2.5,15.0,0.0,0.0,0.15625,1.0,0.22727272727272727,1.0,0.17857142857142858,0.0,0.3125,1.0,0.0,
Austria,Austrian,471400000000,8939617,52732,Management  ,PG Taught,26.0,11.0,5.0,23.0,11.0,2.5,21.0,6.0,2.5,22.0,8.0,2.5,16.0,9.0,2.5,0.4230769230769231,0.45454545454545453,0.4782608695652174,0.22727272727272727,0.2857142857142857,0.4166666666666667,0.36363636363636365,0.3125,0.5625,0.2777777777777778
Austria,Austrian,471400000000,8939617,52732,Mathematics  ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,,,,0.0,,,,0.0,
Austria,Austrian,471400000000,8939617,52732,Mathematics  ,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,0.0,,0.0,,,,0.0,,1.0,1.0
Austria,Austrian,471400000000,8939617,52732,Media and C.. ,PG Taught,6.0,2.5,2.5,7.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,0.4166666666666667,1.0,0.35714285714285715,1.0,1.0,1.0,0.0,,1.0,0.0
Austria,Austrian,471400000000,8939617,52732,Methodology ,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,1.0,,
Austria,Austrian,471400000000,8939617,52732,"Philosophy,  Logic and S.. ",UG Degree,16.0,0.0,0.0,9.0,0.0,0.0,10.0,0.0,0.0,8.0,2.5,2.5,7.0,0.0,0.0,0.0,,0.0,,0.0,,0.3125,1.0,0.0,
Austria,Austrian,471400000000,8939617,52732,"Philosophy,  Logic and S.. ",PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,6.0,2.5,0.0,2.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,
Austria,Austrian,471400000000,8939617,52732,Psychological  and Behavio.. ,UG Degree,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,1.0,1.0,0.0,,0.0,,0.0,
Austria,Austrian,471400000000,8939617,52732,Psychological  and Behavio.. ,PG Taught,13.0,2.5,0.0,13.0,6.0,2.5,9.0,2.5,0.0,10.0,2.5,2.5,7.0,2.5,2.5,0.19230769230769232,0.0,0.46153846153846156,0.4166666666666667,0.2777777777777778,0.0,0.25,1.0,0.35714285714285715,1.0
Austria,Austrian,471400000000,8939617,52732,School of Pu.. ,PG Taught,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,7.0,2.5,2.5,1.0,1.0,1.0,0.0,,,0.0,,0.35714285714285715,1.0
Austria,Austrian,471400000000,8939617,52732,Social Policy  ,UG Degree,5.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.5,0.0,,,0.0,,0.0,,0.0,
Austria,Austrian,471400000000,8939617,52732,Social Policy  ,PG Taught,2.5,2.5,2.5,5.0,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,6.0,2.5,2.5,1.0,1.0,0.5,1.0,1.0,0.0,0.0,,0.4166666666666667,1.0
Austria,Austrian,471400000000,8939617,52732,Sociology  ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,
Austria,Austrian,471400000000,8939617,52732,Sociology  ,PG Taught,2.5,2.5,2.5,9.0,5.0,0.0,2.5,2.5,0.0,6.0,2.5,2.5,2.5,2.5,2.5,1.0,1.0,0.5555555555555556,0.0,1.0,0.0,0.4166666666666667,1.0,1.0,1.0
Austria,Austrian,471400000000,8939617,52732,Statistics  ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,
Austria,Austrian,471400000000,8939617,52732,Statistics  ,PG Taught,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,7.0,2.5,2.5,2.5,0.0,0.0,0.0,,1.0,1.0,0.0,,0.35714285714285715,1.0,0.0,
Belgium,Belgian,578604000000,11655930,49640,Accounting  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,5.0,2.5,0.0,2.5,0.0,0.0,0.0,,0.0,,0.0,,0.5,0.0,0.0,
Belgium,Belgian,578604000000,11655930,49640,Accounting  ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Belgium,Belgian,578604000000,11655930,49640,Anthropology  ,UG Degree,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,,,
Belgium,Belgian,578604000000,11655930,49640,Anthropology  ,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0
Belgium,Belgian,578604000000,11655930,49640,Economic  History ,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,
Belgium,Belgian,578604000000,11655930,49640,Economic  History ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Belgium,Belgian,578604000000,11655930,49640,Economics  ,UG Degree,8.0,2.5,0.0,7.0,0.0,0.0,6.0,0.0,0.0,8.0,2.5,0.0,8.0,0.0,0.0,0.3125,0.0,0.0,,0.0,,0.3125,0.0,0.0,
Belgium,Belgian,578604000000,11655930,49640,Economics  ,PG Taught,5.0,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,6.0,2.5,2.5,2.5,2.5,2.5,0.5,1.0,0.0,,1.0,0.0,0.4166666666666667,1.0,1.0,1.0
Belgium,Belgian,578604000000,11655930,49640,European In.. ,PG Taught,9.0,2.5,2.5,7.0,2.5,2.5,10.0,6.0,5.0,10.0,6.0,5.0,7.0,5.0,2.5,0.2777777777777778,1.0,0.35714285714285715,1.0,0.6,0.8333333333333334,0.6,0.8333333333333334,0.7142857142857143,0.5
Belgium,Belgian,578604000000,11655930,49640,Finance  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,7.0,2.5,2.5,5.0,2.5,0.0,2.5,2.5,2.5,0.0,,0.0,,0.35714285714285715,1.0,0.5,0.0,1.0,1.0
Belgium,Belgian,578604000000,11655930,49640,Finance  ,PG Taught,14.0,2.5,2.5,14.0,2.5,2.5,17.0,2.5,2.5,10.0,2.5,0.0,17.0,0.0,0.0,0.17857142857142858,1.0,0.17857142857142858,1.0,0.14705882352941177,1.0,0.25,0.0,0.0,
Belgium,Belgian,578604000000,11655930,49640,Gender Stud.. ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,5.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,,,0.5,1.0
Belgium,Belgian,578604000000,11655930,49640,Geography  and Environ.. ,UG Degree,2.5,2.5,0.0,6.0,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,1.0,0.0,0.4166666666666667,1.0,0.0,,0.0,,1.0,1.0
Belgium,Belgian,578604000000,11655930,49640,Geography  and Environ.. ,PG Taught,6.0,2.5,2.5,9.0,2.5,0.0,11.0,5.0,2.5,7.0,2.5,2.5,16.0,5.0,2.5,0.4166666666666667,1.0,0.2777777777777778,0.0,0.45454545454545453,0.5,0.35714285714285715,1.0,0.3125,0.5
Belgium,Belgian,578604000000,11655930,49640,Government  ,UG Degree,13.0,2.5,2.5,10.0,2.5,0.0,12.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.19230769230769232,1.0,0.25,0.0,0.0,,0.0,,0.0,
Belgium,Belgian,578604000000,11655930,49640,Government  ,PG Taught,7.0,2.5,0.0,2.5,0.0,0.0,5.0,2.5,2.5,9.0,2.5,2.5,2.5,2.5,0.0,0.35714285714285715,0.0,0.0,,0.5,1.0,0.2777777777777778,1.0,1.0,0.0
Belgium,Belgian,578604000000,11655930,49640,Health Policy ,PG Taught,6.0,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.4166666666666667,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0
Belgium,Belgian,578604000000,11655930,49640,International.. ,PG Taught,2.5,2.5,2.5,5.0,2.5,2.5,12.0,2.5,2.5,7.0,2.5,2.5,10.0,6.0,5.0,1.0,1.0,0.5,1.0,0.20833333333333334,1.0,0.35714285714285715,1.0,0.6,0.8333333333333334
Belgium,Belgian,578604000000,11655930,49640,International  History ,UG Degree,5.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,6.0,2.5,0.0,7.0,2.5,0.0,0.5,1.0,1.0,1.0,0.0,,0.4166666666666667,0.0,0.35714285714285715,0.0
Belgium,Belgian,578604000000,11655930,49640,International  History ,PG Taught,8.0,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,0.0,0.0,2.5,0.3125,1.0,0.0,,1.0,0.0,1.0,1.0,,inf
Belgium,Belgian,578604000000,11655930,49640,International  Relations ,UG Degree,6.0,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.4166666666666667,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,
Belgium,Belgian,578604000000,11655930,49640,International  Relations ,PG Taught,11.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,8.0,2.5,2.5,12.0,2.5,2.5,0.22727272727272727,1.0,1.0,1.0,1.0,1.0,0.3125,1.0,0.20833333333333334,1.0
Belgium,Belgian,578604000000,11655930,49640,Language C.. ,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,1.0,0.0,0.0,,,,,,1.0,0.0
Belgium,Belgian,578604000000,11655930,49640,Law School  ,UG Degree,10.0,2.5,2.5,9.0,2.5,0.0,11.0,0.0,0.0,12.0,2.5,2.5,5.0,2.5,2.5,0.25,1.0,0.2777777777777778,0.0,0.0,,0.20833333333333334,1.0,0.5,1.0
Belgium,Belgian,578604000000,11655930,49640,Law School  ,PG Taught,41.0,10.0,5.0,22.0,11.0,8.0,18.0,8.0,2.5,20.0,12.0,6.0,28.0,18.0,7.0,0.24390243902439024,0.5,0.5,0.7272727272727273,0.4444444444444444,0.3125,0.6,0.5,0.6428571428571429,0.3888888888888889
Belgium,Belgian,578604000000,11655930,49640,Management  ,UG Degree,11.0,2.5,2.5,5.0,0.0,0.0,11.0,0.0,0.0,13.0,2.5,2.5,13.0,2.5,2.5,0.22727272727272727,1.0,0.0,,0.0,,0.19230769230769232,1.0,0.19230769230769232,1.0
Belgium,Belgian,578604000000,11655930,49640,Management  ,PG Taught,30.0,8.0,2.5,25.0,11.0,6.0,27.0,9.0,5.0,16.0,8.0,2.5,13.0,2.5,2.5,0.26666666666666666,0.3125,0.44,0.5454545454545454,0.3333333333333333,0.5555555555555556,0.5,0.3125,0.19230769230769232,1.0
Belgium,Belgian,578604000000,11655930,49640,Mathematics  ,UG Degree,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,
Belgium,Belgian,578604000000,11655930,49640,Mathematics  ,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,0.0
Belgium,Belgian,578604000000,11655930,49640,Media and C.. ,PG Taught,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0
Belgium,Belgian,578604000000,11655930,49640,Methodology ,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,
Belgium,Belgian,578604000000,11655930,49640,"Philosophy,  Logic and S.. ",UG Degree,2.5,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,
Belgium,Belgian,578604000000,11655930,49640,"Philosophy,  Logic and S.. ",PG Taught,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,,
Belgium,Belgian,578604000000,11655930,49640,Psychological  and Behavio.. ,UG Degree,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,0.0
Belgium,Belgian,578604000000,11655930,49640,Psychological  and Behavio.. ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,5.0,2.5,2.5,8.0,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,0.5,1.0,0.3125,1.0,1.0,1.0
Belgium,Belgian,578604000000,11655930,49640,School of Pu.. ,PG Taught,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,1.0,0.0,0.0,,0.0,,0.0,,1.0,0.0
Belgium,Belgian,578604000000,11655930,49640,Social Policy  ,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,,,,
Belgium,Belgian,578604000000,11655930,49640,Social Policy  ,PG Taught,0.0,0.0,0.0,5.0,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Belgium,Belgian,578604000000,11655930,49640,Sociology  ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,,,1.0,0.0,0.0,,0.0,
Belgium,Belgian,578604000000,11655930,49640,Sociology  ,PG Taught,6.0,2.5,2.5,2.5,2.5,2.5,6.0,2.5,2.5,8.0,2.5,2.5,2.5,2.5,2.5,0.4166666666666667,1.0,1.0,1.0,0.4166666666666667,1.0,0.3125,1.0,1.0,1.0
Belgium,Belgian,578604000000,11655930,49640,Statistics  ,UG Degree,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,0.0,,,
Belgium,Belgian,578604000000,11655930,49640,Statistics  ,PG Taught,2.5,0.0,0.0,10.0,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,,0.25,1.0,0.0,,0.0,,1.0,0.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Accounting  ,UG Degree,7.0,2.5,2.5,8.0,0.0,0.0,7.0,0.0,0.0,10.0,2.5,0.0,2.5,0.0,0.0,0.35714285714285715,1.0,0.0,,0.0,,0.25,0.0,0.0,
Bulgaria,Bulgarian,89040398406,6781953,13129,Accounting  ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,5.0,2.5,2.5,2.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,
Bulgaria,Bulgarian,89040398406,6781953,13129,Anthropology  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,1.0,,
Bulgaria,Bulgarian,89040398406,6781953,13129,Anthropology  ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,
Bulgaria,Bulgarian,89040398406,6781953,13129,Economic  History ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,6.0,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,,0.4166666666666667,0.0,0.0,,0.0,
Bulgaria,Bulgarian,89040398406,6781953,13129,Economic  History ,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,1.0,1.0,,,,,1.0,0.0,,
Bulgaria,Bulgarian,89040398406,6781953,13129,Economics  ,UG Degree,9.0,0.0,0.0,18.0,2.5,2.5,16.0,0.0,0.0,7.0,0.0,0.0,13.0,2.5,0.0,0.0,,0.1388888888888889,1.0,0.0,,0.0,,0.19230769230769232,0.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Economics  ,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,8.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,,0.0,,0.3125,1.0,1.0,0.0,,
Bulgaria,Bulgarian,89040398406,6781953,13129,European In.. ,PG Taught,5.0,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,5.0,2.5,2.5,2.5,0.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,
Bulgaria,Bulgarian,89040398406,6781953,13129,Finance  ,UG Degree,2.5,0.0,0.0,6.0,0.0,0.0,7.0,2.5,2.5,2.5,2.5,2.5,5.0,0.0,0.0,0.0,,0.0,,0.35714285714285715,1.0,1.0,1.0,0.0,
Bulgaria,Bulgarian,89040398406,6781953,13129,Finance  ,PG Taught,8.0,2.5,2.5,14.0,2.5,2.5,8.0,2.5,0.0,10.0,2.5,2.5,17.0,2.5,2.5,0.3125,1.0,0.17857142857142858,1.0,0.3125,0.0,0.25,1.0,0.14705882352941177,1.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Gender Stud.. ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,
Bulgaria,Bulgarian,89040398406,6781953,13129,Geography  and Environ.. ,UG Degree,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,,1.0,0.0,,,0.0,,1.0,0.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Geography  and Environ.. ,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,6.0,2.5,2.5,2.5,2.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4166666666666667,1.0,1.0,0.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Government  ,UG Degree,7.0,0.0,0.0,11.0,2.5,2.5,7.0,0.0,0.0,8.0,0.0,0.0,9.0,2.5,2.5,0.0,,0.22727272727272727,1.0,0.0,,0.0,,0.2777777777777778,1.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Government  ,PG Taught,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,5.0,2.5,2.5,1.0,1.0,0.0,,1.0,1.0,0.0,,0.5,1.0
