Nationality,Department,Program,Applications 2019,Offers 2019,Entrances 2019,Applications 2020,Offers 2020,Entrances 2020,Applications 2021,Offers 2021,Entrances 2021,Applications 2022,Offers 2022,Entrances 2022,Applications 2023,Offers 2023,Entrances 2023,Acceptance Rate 2019,Entrance Rate 2019,Acceptance Rate 2020,Entrance Rate 2020,Acceptance Rate 2021,Entrance Rate 2021,Acceptance Rate 2022,Entrance Rate 2022,Acceptance Rate 2023,Entrance Rate 2023
Afghan,Sociology ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,6.0,2.5,2.5,2.5,0.0,0.0,,,1.0,1.0,,,0.4166666666666667,1.0,0.0,
Afghan,Statistics  ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,,,0.0,,0.0,,0.0,
Afghan,Statistics  ,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,,,,,,0.0,,1.0,0.0
Albanian,Accounting  ,UG Degree,7.0,0.0,0.0,2.5,0.0,0.0,6.0,2.5,0.0,8.0,2.5,0.0,2.5,0.0,0.0,0.0,,0.0,,0.4166666666666667,0.0,0.3125,0.0,0.0,
Albanian,Accounting  ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Albanian,Anthropology  ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,
Albanian,Anthropology  ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,,
Albanian,Economic  History ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,0.0,,0.0,,,,0.0,
Albanian,Economic  History ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,,,,,,,1.0,0.0,1.0,0.0
Albanian,Economics  ,UG Degree,5.0,0.0,0.0,6.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.4166666666666667,1.0,1.0,1.0,0.0,,0.0,
Albanian,Economics  ,PG Taught,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,1.0,0.0
Albanian,European In.. ,PG Taught,2.5,0.0,0.0,5.0,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,,0.5,1.0,,,0.0,,1.0,0.0
Albanian,Finance  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,,,0.0,,0.0,,1.0,0.0,0.0,
Albanian,Finance  ,PG Taught,5.0,2.5,2.5,6.0,0.0,0.0,8.0,0.0,0.0,6.0,2.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,0.0,,0.4166666666666667,0.0,,
Albanian,Geography  and Environ.. ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Albanian,Geography  and Environ.. ,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,1.0,0.0,,
Albanian,Government  ,UG Degree,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0
Albanian,Government  ,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,,0.0,,0.0,,1.0,0.0,0.0,
Albanian,International.. ,PG Taught,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0
Albanian,International  Relations ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,
Albanian,International  Relations ,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,
Albanian,Law School  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,8.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
Albanian,Law School  ,PG Taught,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,,1.0,0.0
Albanian,Management  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,,,0.0,,0.0,,0.0,,1.0,0.0
Albanian,Management  ,PG Taught,6.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0
Albanian,Mathematics  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,
Albanian,Mathematics  ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,2.5,2.5,0.0,,,,,1.0,0.0,1.0,0.0,1.0,0.0
Albanian,Media and C.. ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,,,,,0.0,,1.0,0.0,0.0,
Albanian,Methodology ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,,,0.0,,,,,,1.0,0.0
Albanian,"Philosophy,  Logic and S.. ",UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,0.0,,
Albanian,"Philosophy,  Logic and S.. ",PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Albanian,Psychologic.. ,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,1.0,0.0,,,0.0,,0.0,
Albanian,School of Pu.. ,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,,,,,,1.0,1.0,1.0,1.0
Albanian,Social Policy  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,0.0,,,,,,0.0,
Albanian,Social Policy  ,PG Taught,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,
Albanian,Sociology  ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,
Albanian,Sociology  ,PG Taught,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,,
Albanian,Statistics  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
Albanian,Statistics  ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,,0.0,,,
Algerian,Accounting  ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,
Algerian,Accounting  ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,
Algerian,Economic  History ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,
Algerian,Economic  History ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Algerian,Economics  ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,
Algerian,Economics  ,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,1.0,0.0,0.0,,,,0.0,
Algerian,European In.. ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,,,,,,,,,1.0,0.0
Algerian,Finance  ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,,,,,0.0,,0.0,
Algerian,Finance  ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,
Algerian,Gender Stud.. ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,
Algerian,Geography  and Environ.. ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,,,,,,,,,0.0,inf
Algerian,Geography  and Environ.. ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,,,,,,,,,1.0,1.0
Algerian,Government  ,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,,,
Algerian,Government  ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,,,,,0.0,,,,1.0,1.0
Algerian,Health Policy ,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Algerian,International.. ,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,,,,
Algerian,International.. ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,
Algerian,International  Relations ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Algerian,International  Relations ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,0.0,,,,,,0.0,
Algerian,Law School ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,,,,,,,0.0,,1.0,1.0
Algerian,Management  ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,
Algerian,Management  ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,,,0.0,,0.0,,,,1.0,0.0
Algerian,Mathematics  ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,
Algerian,Mathematics  ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,
Algerian,Media and C.. ,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,,,,
Algerian,"Philosophy, ..  Sociology ",UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,
Algerian,"Philosophy, ..  Sociology ",PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,0.0,,,,,,0.0,
Algerian,Statistics ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,,,,,,0.0,
American,Accounting  ,UG Degree,19.0,0.0,0.0,21.0,2.5,0.0,24.0,2.5,2.5,25.0,2.5,0.0,23.0,2.5,0.0,0.0,,0.11904761904761904,0.0,0.10416666666666667,1.0,0.1,0.0,0.10869565217391304,0.0
American,Accounting  ,PG Taught,25.0,13.0,5.0,14.0,10.0,2.5,9.0,2.5,2.5,8.0,5.0,2.5,14.0,6.0,2.5,0.52,0.38461538461538464,0.7142857142857143,0.25,0.2777777777777778,1.0,0.625,0.5,0.42857142857142855,0.4166666666666667
American,Anthropology  ,UG Degree,15.0,2.5,0.0,16.0,7.0,2.5,15.0,2.5,2.5,21.0,6.0,0.0,12.0,2.5,0.0,0.16666666666666666,0.0,0.4375,0.35714285714285715,0.16666666666666666,1.0,0.2857142857142857,0.0,0.20833333333333334,0.0
American,Anthropology  ,PG Taught,38.0,21.0,8.0,48.0,27.0,8.0,54.0,39.0,12.0,47.0,29.0,10.0,29.0,19.0,11.0,0.5526315789473685,0.38095238095238093,0.5625,0.2962962962962963,0.7222222222222222,0.3076923076923077,0.6170212765957447,0.3448275862068966,0.6551724137931034,0.5789473684210527
American,Economic  History ,UG Degree,26.0,2.5,2.5,17.0,2.5,2.5,28.0,2.5,2.5,22.0,2.5,2.5,24.0,5.0,2.5,0.09615384615384616,1.0,0.14705882352941177,1.0,0.08928571428571429,1.0,0.11363636363636363,1.0,0.20833333333333334,0.5
American,Economic  History ,PG Taught,32.0,18.0,6.0,41.0,18.0,10.0,41.0,21.0,12.0,32.0,17.0,10.0,31.0,15.0,10.0,0.5625,0.3333333333333333,0.43902439024390244,0.5555555555555556,0.5121951219512195,0.5714285714285714,0.53125,0.5882352941176471,0.4838709677419355,0.6666666666666666
American,Economics  ,UG Degree,73.0,2.5,0.0,104.0,2.5,2.5,117.0,2.5,2.5,101.0,2.5,0.0,102.0,2.5,0.0,0.03424657534246575,0.0,0.02403846153846154,1.0,0.021367521367521368,1.0,0.024752475247524754,0.0,0.024509803921568627,0.0
American,Economics  ,PG Taught,139.0,29.0,11.0,112.0,32.0,12.0,127.0,32.0,11.0,93.0,28.0,9.0,88.0,29.0,9.0,0.20863309352517986,0.3793103448275862,0.2857142857142857,0.375,0.25196850393700787,0.34375,0.3010752688172043,0.32142857142857145,0.32954545454545453,0.3103448275862069
American,European In.. ,PG Taught,91.0,48.0,22.0,83.0,60.0,36.0,111.0,57.0,24.0,63.0,36.0,14.0,79.0,51.0,30.0,0.5274725274725275,0.4583333333333333,0.7228915662650602,0.6,0.5135135135135135,0.42105263157894735,0.5714285714285714,0.3888888888888889,0.6455696202531646,0.5882352941176471
American,Finance  ,UG Degree,17.0,6.0,2.5,25.0,7.0,2.5,35.0,2.5,2.5,38.0,8.0,2.5,50.0,6.0,2.5,0.35294117647058826,0.4166666666666667,0.28,0.35714285714285715,0.07142857142857142,1.0,0.21052631578947367,0.3125,0.12,0.4166666666666667
American,Finance  ,PG Taught,86.0,10.0,8.0,70.0,9.0,2.5,59.0,10.0,2.5,52.0,9.0,2.5,68.0,5.0,2.5,0.11627906976744186,0.8,0.12857142857142856,0.2777777777777778,0.1694915254237288,0.25,0.17307692307692307,0.2777777777777778,0.07352941176470588,0.5
American,Gender Stud.. ,PG Taught,103.0,49.0,20.0,95.0,49.0,20.0,100.0,49.0,24.0,68.0,34.0,20.0,72.0,45.0,24.0,0.47572815533980584,0.40816326530612246,0.5157894736842106,0.40816326530612246,0.49,0.4897959183673469,0.5,0.5882352941176471,0.625,0.5333333333333333
American,Geography  and Environ.. ,UG Degree,16.0,0.0,0.0,23.0,2.5,2.5,42.0,2.5,0.0,36.0,2.5,0.0,32.0,2.5,2.5,0.0,,0.10869565217391304,1.0,0.05952380952380952,0.0,0.06944444444444445,0.0,0.078125,1.0
American,Geography  and Environ.. ,PG Taught,185.0,65.0,28.0,184.0,80.0,29.0,253.0,94.0,34.0,174.0,76.0,39.0,230.0,100.0,42.0,0.35135135135135137,0.4307692307692308,0.43478260869565216,0.3625,0.3715415019762846,0.3617021276595745,0.4367816091954023,0.5131578947368421,0.43478260869565216,0.42
American,Government  ,UG Degree,131.0,2.5,2.5,116.0,9.0,2.5,170.0,2.5,2.5,123.0,10.0,2.5,118.0,12.0,5.0,0.019083969465648856,1.0,0.07758620689655173,0.2777777777777778,0.014705882352941176,1.0,0.08130081300813008,0.25,0.1016949152542373,0.4166666666666667
American,Government  ,PG Taught,234.0,74.0,41.0,223.0,79.0,32.0,280.0,88.0,46.0,200.0,71.0,33.0,148.0,62.0,34.0,0.3162393162393162,0.5540540540540541,0.3542600896860987,0.4050632911392405,0.3142857142857143,0.5227272727272727,0.355,0.4647887323943662,0.4189189189189189,0.5483870967741935
American,Health Policy ,PG Taught,60.0,37.0,15.0,77.0,56.0,25.0,97.0,63.0,40.0,79.0,48.0,25.0,73.0,41.0,24.0,0.6166666666666667,0.40540540540540543,0.7272727272727273,0.44642857142857145,0.6494845360824743,0.6349206349206349,0.6075949367088608,0.5208333333333334,0.5616438356164384,0.5853658536585366
American,International.. ,PG Taught,218.0,82.0,44.0,240.0,112.0,61.0,227.0,106.0,60.0,202.0,100.0,59.0,213.0,100.0,56.0,0.3761467889908257,0.5365853658536586,0.4666666666666667,0.5446428571428571,0.4669603524229075,0.5660377358490566,0.49504950495049505,0.59,0.4694835680751174,0.56
American,International  History ,UG Degree,34.0,2.5,2.5,55.0,9.0,2.5,46.0,2.5,2.5,66.0,12.0,2.5,56.0,8.0,5.0,0.07352941176470588,1.0,0.16363636363636364,0.2777777777777778,0.05434782608695652,1.0,0.18181818181818182,0.20833333333333334,0.14285714285714285,0.625
American,International  History ,PG Taught,89.0,60.0,39.0,68.0,45.0,41.0,119.0,63.0,37.0,85.0,55.0,41.0,79.0,44.0,42.0,0.6741573033707865,0.65,0.6617647058823529,0.9111111111111111,0.5294117647058824,0.5873015873015873,0.6470588235294118,0.7454545454545455,0.5569620253164557,0.9545454545454546
American,International  Relations ,UG Degree,49.0,7.0,2.5,62.0,13.0,2.5,69.0,2.5,0.0,50.0,7.0,2.5,49.0,10.0,2.5,0.14285714285714285,0.35714285714285715,0.20967741935483872,0.19230769230769232,0.036231884057971016,0.0,0.14,0.35714285714285715,0.20408163265306123,0.25
American,International  Relations ,PG Taught,293.0,72.0,35.0,226.0,85.0,32.0,266.0,64.0,32.0,218.0,67.0,36.0,224.0,92.0,44.0,0.24573378839590443,0.4861111111111111,0.37610619469026546,0.3764705882352941,0.24060150375939848,0.5,0.3073394495412844,0.5373134328358209,0.4107142857142857,0.4782608695652174
American,Language C.. ,UG Degree,18.0,0.0,0.0,19.0,5.0,2.5,28.0,9.0,2.5,12.0,5.0,0.0,21.0,2.5,2.5,0.0,,0.2631578947368421,0.5,0.32142857142857145,0.2777777777777778,0.4166666666666667,0.0,0.11904761904761904,1.0
